cleaned_text,sentiment_label
gubernur dki jakarta pramono anung mengklaim banjir kiriman yang melanda sebagian wilayah di jakarta pada senin sudah jauh berkurang sejak adanya waduk ciawi dan sukamahi pramono menyatakan pemprov dki tetap waspada mengantisipasi terjadinya banjir kiriman yang sewaktu waktu,2
tol mah aman sis asal jangan keluar tol bekasi barat tapi udah surut kook di jalan mah tinggal yg di rumah kasian krl kemarin sempat ditutup bentar tp beroperasi lg di tengah banjir keknya banjir tetep kudu kerja,1
baru tau itu milik nya pemerintah jabar kirain swasta adeuhhh knp ngerusak hutanbkn memberi contoh kpda korporasimasyarakat yg mengabitkan dampak lingkungan hancur dan akibatnya banjir bandang bukan hnya daerah setempat tapi daerah sekitar nya jkt bekasi dll,0
sisi warga korban banjir mengharapkan langkah yang konkrit dari pemerintah dalam penanganan banjir,0
gaada tapi titik banjir berkurang drastis jaman gubernur kapir krn pemerintah pusat dan pemerintah daerah kerjasama pmerintah psat sipain infrastruktur bgn bendungan di bogor koordinasi kwsan pmerintah daerah yang keruk sungai gusurin rumah pinggir sngai,2
imbas banjir listrik di stasiun bekasi padam ganggu operasional krl,0
kaga banjir anjrt rmh gwe mah bekasi premium,1
hebat banget polri bener tanggap bgt bantu warga terkena banjir di bekasi amp depok sungguh kepedulian yg luar biasa tonton aksinya,2
polres bogor bersama tim gabungan bantu korban bencana banjir kecamatan cisarua pasca banjir bandang yang melanda beberapa desa di kecamatan cisarua kabupaten bogor membuat rumah korban ditutupi lumpur polres bogor bersama tim gabungan terus membantu,2
bukan curah hujan gubernur jakarta pramono anung sebut banjir di jakarta karena air kiriman,0
jakarta oh jakarta langganan banjir tiap tahun semoga warga selalu diberi kesabaran dan bantuan segera datang,1
banjir jakarta penuh sampah pasukan oranye dikerahkan,2
jakarta banjir bukannya bantu pemerintah nanganin banjirnya malah dibuat mainan,0
gubernur mu aja gk bisa kerja dan kerjasama dgn pemerintah pusat gmn banjir bisa di atasi jakarta msh wewenang gubernur dia tangan pertama yg harus menangani klo tangan pertama tidak becus harusnya dipotong saja pa,0
stay safe everyone pray for bekasi turut berduka atas bencana banjir di bekasi semoga para korban diberi kekuatan keselamatan dan segera mendapat bantuan mari kita saling dukung untuk pulih bersama,1
woy raja julid jakarta banjir noh lu nyinyirin,0
personel korps bhayangkara langsung terjun ke lokasi banjir di bekasi depok dan wilayah yang mengalami banjir untuk mengevakuasi masyarakat menggunakan perahu karet dan peralatan memadai lainnya,2
personel gabungan tnipolri mengevakuasi warga terdampak banjir di perumahan asri sawangan depok jawa barat pada selasa termasuk seorang pria yang membutuhkan cuci darah di rsud sawangan,2
kudos to polri yg udah relawan banget bantu korban banjir di bekasi dan depok solidaritasnya bikin salut terus semangat bantu sesama ya,2
wakil cuma bisa ngomong kebijakan tetap di tangan gubernur biarkan mereka bekerja lebih dulu urusan banjir saat ini alam yg berkehendak jakarta saat ini belum mampu klu wilayah atas diguyur hujan seminggu lebih,0
guyss yang kena banjirr stay safee yaa ngeri bgt liat berita bekasi nyampe meter banjir nyaa,1
bekasi emang strategis apalagi ke jakarta low cost living perumahan juga murah tapi emang gue saran jangan tinggal di bekasi deh ini kota gubernur dri dulu pada gak becus udh ganti berkali padahal sering banjir air sering mati kotor juga klo di pemukiman kriminal kyk,0
banjir bekasi terjadi pada selasa banjir yang merendam ratusan rumah disebabkan hujan deras dan meluapnya kali bekasi ketinggian air diperkirakan mencapai lebih dari meter,1
damn im sorry jakarta oomfies banjir dari bogor,1
bukannya bikin proyek untuk mengatasi banjir gini bekasi mah malah banyakin proyek pembangunan mall dan terima proyek pembangunan psn untuk jakarta yg dampaknya bikin macet total emang tolol pemda bekasi nih gubernur jawa barat juga samanya diem doang,0
jabodetabek banjir bekasi pun lumpuh jika bicara diluar konteks alamiah amp takdir maka kita bisa bicara dan analisa yg bersifat anti mainstream modifikasi cuaca geo engineering dan haarp para eg punya toolsnya kita tak sadari,1
ooh jadi kewenangan pemerintah pusat toh kalau jakarta banjir karena datangnya dari atas,0
kak kalau jl bukit tunggal raya masih banjir ga ya gang sebelum rs mitra,1
perlu adanya solusi jangka panjang untuk mengatasi banjir di jakarta,0
kenapa gak pas kampanye dulu bilang soal banjir dki akan saya serahkan ke pemerintah pusat katanya gampang atasi banjir cangkeme anies njaluk disuwek anies baswedan serahkan penanggulangan banjir besar jakarta ke presiden jokowi dan menteri pupr,0
imbas banjir di jakarta pramono siapkan kampung siaga bencana,2
mau nanya dong kak ini banjir nya darimana ya padahal itu ga hujan kan ya air sungai kah btw staysafe ya kalian warga bekasi jakarta,1
jangan bisa nya cuma menyalahkan pemerintah mari introspeksi diri masing,1
banjir rendam wilayah timur kota tangerang pemkot siapkan bantuan transportasi dan logistik,2
pemerintah provinsi dki jakarta pada kemana masa kini koq banjir gk ada hentihentinya sihh,0
hehehe pak jokowi ri sidak waduk pluit cek pompa jalan susah jika tidak pakai otak amp fakta cuma nuduh amp ini yg banjir sudah propinsi selain jakarta kenapa ya tidak diributkan di jabar amp banten sepatutnya ini pemerintah pusat yg turun tangan amp allah swt negur,0
x mau cod sm org bekasi mobil nya pd bekas banjir jir,1
relatif jarang banjir tapi sekalinya banjir pernah sampai masuk mrt taipei mrt taipei stop operasi beberapa bulan karena hal ini sampe sekarang tanda ini masih bisa dilihat di stasiun taipei amp lainnya sebagai sejarah semoga mrt jakarta ga sampe mengalami hal ini,1
jakarta dikepung banjir kiriman gubernur pramono anung sebut curah hujan rendah bukan penyebab utama,1
belom ada yang bikin mapping arah banjir kiriman itu dari sungai mana ke mana ya yg pasti dr dari sungai di dataran tinggi ke rendah tp ini banjirnya dr bekasi jaktim jakbar semua dataran rendah di bawah bogor kena imbasnya dan widespread bgt,1
waduh banjir bekasi makin tinggi udahan nangisnya,1
bogor banjir begitu lu tenggelam gak,1
hah baru liat nangis depok banjir amit amit menjiwai banget bukan ini memang jiwanya babygirlism yang kental mengalir deras dalam darahnya,1
demokrat minta pemkot bekasi perbaiki tanggul jebol ketua dpc kota bekasi ronny hermawan mengatakan pemerintah harus segera bertindak merespons infrastruktur yang mengalami kerusakan akibat banjir terutama tanggul yg jebol,0
bkt udah setinggi ini ini kalau ga ada bkt sekitaran jaktim bekasi perbatasan dan jakarta utara banjir ini dulu solusi banjir setelah banjir besar tahun,0
yth bapak jakarta akan terus sperti ini dan bisa lebih parah lg itu banjir kemacetan kota yg makin semrawut pkl tidak pada tempatnya untuk itu saya usul agar dinas pekerjaan umum dinas perhubungan diambil alih oleh pemerintah pusat,0
rakyat sedih liat rumahnya banjir makin sedih liat pejabat tdk punya solusi atasi banjir tahunan atau banjir langganan malah kabur dari jakarta buka lahan baru yg nantinya akan banjir lagi,0
for sale kavling at kapuk kamal raya jakarta barat luas m meter shm hok full pager keliling lokasi akses truk dan kontener feet cocok untuk gudang dan workshop jalan sudah full cor dan bebas banjir akses ke toll cm km lebar muka meter harga jtm nego,1
pemicu utama banjir di jakarta adalah air yang parkir,1
also the natural disasters are so real banjir jabodetabek kebakaran hutan di la what else bogor aja ada badai source oomf tp pemerintah indo ngapain coba ada action buat kondisi bumi yg udah mendidih dan bakal cooked and burnt ga,0
jakarta bekasi dan sekitarnya banjir meneguhkan kpd kita semua bahwa tidak ragu lagi bahwa ibukota harus dipindah yaitu di ikn jabodetabek sdh berat menanggung beban beban ekologis lingkungan dan sosial,0
yang banjir di jakarta yang dikejar rakyat yang di jogja kerja pak jangan main sosmed mulu pizza hut delivery nya dipake sekelas menteri omongannya begitu,0
kenapa kalo jabodetabek banjir bilang nya kiriman dari bogor ada yang bisa jelasin,0
ini mah bukan masalah vokal gak vokal warganya bang bekasi itu jatuhnya kota jakarta provinsi dan ibu kota jadi pasti lebih disorot sama media jakarta banjir mah orang luar jakarta juga ikut nimbrung isunya dan jelekin pemerintahannya terlebih lagi kalo yg jadi gubernurnya,0
dprd dki jakarta dorong pengerukan sungai untuk atasi banjir,2
korban banjir bekasi terakhir begini kadang mikir pemerintah apa ga ada usaha biar selanjutnya ga ada kejadian banjir kiriman lagi ya,0
grak cepat pemprov dki antisipasi potensi gugatan class action banjir pemerintah provinsi dki jakarta telah mmbahas antisipasi adanya potensi pengajuan gugatan perwakilan kelompok class action lawsuit terkait banjir pada januari oleh masyarakat,2
nah loh ada apa ini kok rapatnya tertutup ada yg ditutup tutupi kah makin curig aja ruu kejaksaan kepengen cepet di sahkan ternyata ada maksud tersembunyi tah anies sahur telur bekasi banjir menteri,0
maaf ketua masih teringat perkataan ketua yee jakbar banjir tapi yg banjir kota ketua win maaf pecanda ketua krn lucu aja,0
gokil surutnya cuma beberapa centii doang duren jaya bekasi timur masih banjir bang pict by ketua katar kel duren jaya,1
mau ganti gubernur sampai hari kiamat jg akan tetap banjir selama jakarta mjd tempat tujuan akhir air hujan dari daerah sekitarnya,0
calming sekali dengar ini suka banget hujan tapi turut prihatin dengan bencana banjir yang terjadi di jakarta dan sekitar semoga para korban diberi keselamatan dan banjir segera surut,1
doa untuk korban bencana banjir di bekasi,1
urusan banjir aja woy psijakarta bekasi kerendem biasanya lu koar,0
sahabat rpk pemerintah provinsi dki jakarta telah membahas antisipasi adanya potensi pengajuan gugatan perwakilan kelompok class action lawsuit terkait banjir pada januari oleh masyarakat liputan,2
ya karna herbud ga ada action apaapa di era nya dia sumur resapan hampir semuanya ditutup di era dia juga jakarta lebih sering banjir kan,0
deymn melebihi banjir bekasi,1
wakil menteri pekerjaan umum diana kusumastuti buka suara mengenai penyebab banjir banjir yang melanda sejumlah wilayah di jakarta depok tangerang dan bekasi jawa barat diana di kompleks istana kepresidenan jakarta selasa kemarin mengatakan biang kerok banjir bukan akibat,1
sejumlah warga jakarta yang jadi korban banjir pada januari akan menggugat pemerintah provinsi dki jakarta secara perdata di pengadilan,0
mas anis jakarta banjir,1
kalo satu kuadraliun itu gak dikorupsi mungkin jakarta gak bakal banjir,0
badan penanggulangan bencana daerah bpbd jakarta menyampaikan sebanyak rt masih terendam banjir jumlah tersebut merupakan data pada rabu pukul wib sementara dua ruas jalan masih tergenang berikut daftarnya gtgt,1
minggu lalu wktu itu gue mimpi jkt kena tsunami lah kemarin bekasi bogor banjir,1
lo lihat ga postingan yg kena banjir di bekasi dr pemerintah aja ga ada bantuan apalgi dr kaum joged,0
genangan masih ada di kawasan jalan kedoya garden jakarta barat tetapi di pemukiman sekitarnya yaitu di jl adhi karya gg benda kedoya jakarta barat sudah surut dan warga sibuk membersihkan rumah bekas banjir,2
polisi sigap bantu warga bekasi yang terkena banjir terima kasih atas dedikasinya,2
tinjau banjir di lapas cikarang dirjenpas pastikan layanan warga binaan tetap berjalan,1
maling kundang udah jadi batu mana bisa ngatasin banjir jakarta,0
herannya masih ada aja kaum dengki yg nyinyirnyalahin gubernur terkait banjir sementara msh ada penjelasan yg lebih logis dr infografik udah jelas kalo mau ngatasin banjir jakarta skalanya udah makro butuh koordinasi antarpejabat wilayah sampe pemerintah pusat jelas,1
personel polisi wanita polwan memberikan trauma healing ke korban banjir di posko pengadegan jakarta selatan jaksel kapolsek pancoran kompol sujarwo mengungkapkan trauma healing tersebut diberikan kepada orang dewasa maupun anakanak,2
partai kembang gula itu bukan peduli warga jakarta tapi benci beda kan antara partai yang peduli warga jakarta sama partai benci personal tandai tuh partainya sekarang jakarta banjir mereka diemdiem bae hmmmm,0
biar banjir ini tidak terulang lagi atau minimal tidak separah ini sudah sewajibnya setelah musim hujan berakhir pemerintah jakarta dan sekitarnya harus mulai membuat infrastruktur pengendali air yg muktahir dan kepada masyarakat agar ikut serta menjaga lingkungan,0
presiden jokowi mengatakan untuk korban banjir dan longsor di kecamatan sukajaya kabupaten bogor yang ditinjau selasa pagi tadi januari akan diberi bantuan penuh oleh pemerintah pusat baca selengkapnya klik,2
metropolitan mall bekasi dan sekitarnya banjir besar terakir lalu dampak penahanan arus air tanah konstruksi projek toll becak ayu si mulyono,1
kenapa sih bekasi selalu jadi langganan banjir karena bekasi itu daerah dataran rendah ketika hujan lebat yang awet dan dapat kiriman dari bogor pasti banjir makanya ga heran di bekasi banyak daerah dengan nama rawa ya karena emang rawa dulunya saya aja di rawa bebek,1
situasi ini membutuhkan sinergi pemerintah pusat dgn pemerintah propinsi dki jakarta jawa barat dan banten serta pemkab kota di bawahnya semoga allah melindungi kita semua gelorakan semangat indonesia,1
itu si mira oon juga dikiranya penanggulangan banjir urusan jakarta yg dihilir lha hulunya dibogor juga harus ditata kalo sungai lintas provinsi itu tanggung jawab pemerintah pusat,0
banjir min puncak bogor banjir mah udah its over sini bagian bawahnya parah emg kalo kiriman bener bener tautau udah tinggi aja,1
rabu maret banser tanggap bencana membagikan takjil dan nasi untuk buka puasa ke para pengungsi korban banjir di pasar baru cikarang bekasi,2
coba anies masih jadi gubernur jakarta banjir bekasipun bakalan dia yang disalahin lol,0
jadwal pertandingan liga champion malam ini nonton amp pasang taruhan di exabet,1
juara banget polri buat evakuasi banjir di bekasi dan depok respect lah liat disini,2
pemerintah siapkan rp ribu untuk korban banjir yang terdampak parah di banten dki jakarta dan jawa barat,2
allahhh maaf jakarta banjir itu gue nangis lg,1
banjir jakarta siaga pramono anung soroti sampah yang menumpuk di pintu air manggarai,1
warga jatiasih menduga banjir terjadi akibat tanggul sungai cikeas yang tidak mampu menampung volume air kiriman dari bogor,1
sabarnya pak jokowi jokowi sudah bolak balik saya jelaskan banjir jakarta kewenangan pemerintah pusat,1
dari kemaren mantau berita banjir bekasi sedih bngt gak kebayang kalo di posisi itu gimana cara iklasinnya yaa apalagi kalo gak sempet nyelametin laptop,1
salam pagi saat jadi gubernur jakarta banjir itu mengetasinya adalah wewenang pemerintah pusat setelah di memimpin pusat mikirnya ibu kota dipindahkan orang model begini jadi pemimpin nanya doang kok,0
salut buat dedikasi polri di bekasi dan depok penyaluran bantuan dan evakuasi yang cepat membantu warga terdampak banjir yuk lihat cuplikannya di,2
banjir jakarta timur pmi jaktim salurkan bantuan dan kerahkan relawan,2
nah selama pemerintah masih ginigini aja kebijakannya masalah banjir nggak bakal selesai bener sampah punya pengaruh tapi lebih dari itu secara geografi emang jakarta dan banjir adalah sahabat karib,0
banjir di kemang pratama rawalumbu juga merendam rumah wali kota bekasi tri adhianto ia bersama keluarga mengungsi ke hotel horison bukan ke tenda pengungsian warga berharap pemerintah segera mengambil tindakan nyata,0
jujur berterimakasih unt orang yg udah nanyain kabar ttg banjir tp berlanjut emang yg jebol dimana kok bisa parah di daerah itu katanya bekasi kota parah ya pake lah sosmed buat mencari itu semua gw bukan pemkot ngurusin rumah aja udah lelah,1
memang banjir kiriman dr bogor,1
aku sebenarnya turut simpati sama banjir jakarta tp dg nyalahin pemerintah dn kita ga berubah dan ga cari tau solusi banjir itu lebih salah satu orang yg bilang buang sampah pd tempatnya bakal bisa ngubah lebih dr juta org,2
oh ini ya otak di belakang yg dulu sering menjadikan banjir jakarta jadi serangan politik bagi gubernur jakarta,0
kenapa setiap tahun jakarta selalu banjir apa solusinya,1
beberapa hari ini bogor hujan dari siang sore sampai malem deres banget bogor longsor dimana mana jalan ambles bahkan sampe banjir apalagi jakarta bekasi sekitarnya pasti kena dampak banjir juga stay safe everyone,1
salut buat polri yg sigap bgt dirikan dapur lapangan jam ini bantu bgt buat korban banjir di pondok gede permai bekasi lanjutkan terus aksi kemanusiaannya,2
hallo min jl ranjau rt aren jaya bekasi timur terjadi pemadaman listrik sedangkan daerah kami tidak terjadi banjir mohon bantuannya,1
indonesia darurat bencana pemerintah pusat harus tanggap bencana banjir hujan terus melanda jawa barat dan sekitarnya jakarta di siram lagi dari bogor waspada warga jakarta,0
kondisi terkini kali ciliwung dilihat dari jalan mt haryono air kali mulai terlihat surut dibanding kemarin debit air kali ciliwung di jakarta tergantung kiriman dari bogor video kiriman,1
benerr lagiii mana tiap tahun rumah sama toko gua langganan banjir,1
solusi pengendali banjir mendesak untuk wilayah aglomerasi jabodetabek fokuslah pada strategi dan solusi jangka menengah dan panjang semoga kepala daerah di jabar jakarta dan banten gercep lakukan action plan terbaik untuk mengendalikan banjir,1
jakarta amp sekitarnya banjir ini perintah jokowi ke anies cs presiden jokowi meminta dlm penanganan banjir pemerintah pusat amp provinsi harus saling bantu amp bekerja sama keselamatan warga hrs diutamakan nah dengar itu ya nies,0
semua banjir di jawa barat adalah hasil dari kepemimpinan a thread mau banjir di bekasi bogor indramayu subang cirebon di periode hujan dengan curah yang tinggi ketika sungai besar meluap flash flood pasti terjadi dan akan makin besar resikonya cc,0
terima kasih polri atas aksi sigapnya evakuasi banjir di bekasi n depok jadi terharu liat ini link,2
akun ni keren bgt ya bener gercep sebar info bahkan keliling buat liat banjir di lapangan gmn akun pemkot sm walkot bekasi mah kalah jauh,0
dapur umum sat brimob polda metro jaya melayani sahur bagi warga korban banjir di bekasi selamat berpuasa,2
katanya ada tanggul jebol yah by mega bekasi sampe kemasukan banjir dalem bgt sama katanya ini banjir kiriman dr bogor juga makanya hujannya ga parah bgt tapi airnya makin tinggi,1
gw berharap banget bsk surut cepet kita udah mati lampu dari pagi lalu air nya deres masuk rumah ga bisa bawa lari mobil atau siap siap banjir karena kiriman dari bogor,1
banyaknya pembukaan area baru oleh developer di area bogor dan puncak membuat resapan berkurang ngelarangnya dimana ya baru nyadarnya kalo di bogor nanti ikutan banjir gitu ya,1
selasa dini hari banjir melanda wilayah bekasi tangerang dan jakarta akses jalan terputus rumahrumah warga terendam akibat ketinggian banjir yang mencapai meter,1
banjir di bazoka dan di gebyuran sesudah dan sebelum jembatan perlu menjadi perhatian dki jakarta dan pemkot tangerang genangan cm,0
semoga bisa bermanfaat buat korban bencana banjir di bogor bekasi depok dan sekitarnya,1
kebijakan pemerintah dki jakarta yang memangkas anggaran naturalisasi sungai anggaran yang lebih besar malah digunakan untuk hal lain seperti trotoar dan formula e hal inilah yang digadanggadang ikut memperparah kejadian banjir jakarta,0
gue heran semenjak hidup kayaknya banjir terus jakarta ini udah please bisa gak ngilangin banjir atau setidaknya banjirnya gak sampai separah ini teruntuk pemerintah,0
jika bekasi bogor banjir jakarta tengelam,1
jeritan pelajar korban banjir jakarta timur seragam dan peralatan sekolah hanyut mensos sigap bertindak,1
strategi politik abas utk dgn melempar tanggungjawab tragedi banjir jakarta ke pemerintah pusat utk nyilih tangan pemerintah pusat yg menggusur warga bantaran kali kemudian tim abas memainkan gorengan pemimpin dzolim amp partai koalisi dzolim,0
menyerahkan dalam versi nies mkn mengawasi kinerja pemerintah pusat dan tim dlm mengatasi banjir,0
di setiap langkah bhayangkara selalu ada tak gentar menghadapi tantangan polri hadir untuk melindungi dan membawa rasa aman bagi masyarakat dalam penanganan banjir di beberapa wilayah seperti bekasi depok dan pesanggrahan,2
eh sumpah baru liat banjir bekasi beneran parah bgt,1
dari dulu selalu banjirtiap taun pendduk meningkat pesatotomatis pemukiman jadi padatbanyak rawa yg jadi perumahanotomatis untuk tampungan air kagak adanyalahin pemerintah mulupadahal pemukiman semakin padatjakarta itu dulu banyak rawasekarang berubah jadi pemukiman,0
situasi terkini banjir bekasi di perumahan kemang ifi graha jatiasih bekasi,1
banjir dan macet di jakarta itu kewenangan pemerintah pusat mengatasinya itu kata pa,0
saat ini sudah ada gerakan dari sejumlah pengacara untuk menempuh langkah hukum bersama para korban yang hendak mengajukan gugatan perdata terhadap pemerintah lbh jakarta pun telah membuka posko pengaduan masalah banjir,0
didampingi ketua dpc pks cibitung ust isnaeni ketua dpd ust menyerahkan bantuan makanan siap santap kepada perwakilan warga rw perum villa mutiara jaya desa wanajaya kecamatan cibitung bapak riyanto yang terkena banjir,2
humas polsek johar baru polres metro jakarta pusat aksi peduli polwan polres jakbar salurkan bantuan pemeriksaan kesehatan hingga trauma healing untuk korban banjir jakarta barat aksi sosial kembali ditunjukkan oleh jajaran polres metro jakarta barat kali ini para,2
parkiran motor dalem st bekasi masih banjir gak ka,1
pramonorano adalah gubernurwagub terpilih jakarta asal banteng gk bisa atasi banjir si bungul mau salahkan pak jokowi bgmn pak jokowi jadi presiden bisa atasi banjir jakarta si mulut besar gubernur giveaway bilang dia bisa atasi banjir jakarta amp setelah itu sialnya warga,0
banjir terparah di bekasi terakhir tpi baru kali ini galaxy kena banjir yg tinggi banget semoga cepet surut ya gk ada kiriman air dari bogor,1
banjir bandang menjadi saksi pengorbanan cinta asep banjir yang terjadi di puncak bogor jawa barat membawa duka seorang pria bernama asep mulyana ditemukan tewas seusai terseret banjir pada minggu,1
banjir datang jangan panik ketika banjir melanda kepanikan justru bisa memperburuk keadaan tetap tenang siapkan langkah antisipasi dan lindungi diri serta keluarga sumber,1
jokowi sudah bolakbalik saya jelaskan banjir jakarta itu kewenangan pemerintah pusat,0
terjadi banjir besar di dki jakarta maret ayo kita bully pak ngapain aja loe bro tydack usah kita bully gubernur dki jakarta saat ini,1
banjir merendam sejumlah daerah di wilayah jakarta bogor depok tangerang dan bekasi atau jabodetabek pada selasa pagi hal ini disebabkan oleh tingginya intensitas hujan pada senin sore hingga selasa dini hari sumber pusinfo sonora,1
dapat bantuan wali kota bekasi tri mendata korban banjir sesuai kriteria baca selengkapnya kunjungi,2
selain fokus pada penanganan darurat bupati bekasi juga menegaskan perlunya solusi jangka panjang untuk mengatasi persoalan banjir yang terus berulang salah satu hal yang menjadi perhatian adalah pengelolaan tata ruang yang lebih ketat,2
pls dari awal liat fenomena bencana banjir ini kek selalu mikir begitu uda bertaun taun banjir mulu yakali penanggulangannya ga ada gtu harusnya uda jdi problem mendesak yg kudu segera diatasi masa rapat ga perna bahas banjir sianjir,1
banjir jl gunuk pejaten timur pasar minggu jaksel selasa maret,1
bocah tewas saat evakuasi banjir gubernur jakarta berduka,1
sementara soal banjir yang melanda jakarta dia salahkan pemerintah pusat yang mengacu kepada program normalisasi sungai anggap itu keliru salahnya dimana kelirunya dimana apapun alasannya tetap tidak terpelajar itulah contoh nyata drama politik,0
bisa juga diartikan bpk ini menyamakan pemerintah pusat ke tingkatan lurah karena kalau enggak salah penanganan banjir jakarta sdh diambil alih pemerintahan pusat luar biasa angkuh sebenarnya lebih baik dibiarkan saja cuma kasihan masyarakat pada umumnya,0
warga indonesia buang sampah sembarangan banjir nyalahin pemerintah surut repeat,0
iya mending ngak usah dateng sih biar warga bekasi rasa bencana banjir ngapain dibantu pemerintah,0
polres bogor berikan bantuan korban bencana banjir keccisarua,2
kalau setiap hari diguyur hujan wilayah sekitaran lampu merah swadarma raya dan itc cipulir sudah hapalan pasti akan banjirmasa gak bisa mengatasi sih padahal sudah gonta ganti punya gubernur taik,0
di setiap langkah bhayangkara selalu ada tak gentar menghadapi tantangan polri hadir untuk melindungi dan membawa rasa aman bagi masyarakat dalam penanganan banjir di beberapa wilayah seperti bekasi depok dan pesanggrahan polri siaga berikan pertolongan,2
menyalahkan pemerintah bukan karna banjir nya tapi karna responsereaksi terhadap banjir nya jakarta dan banjir udah dari dulu tinggal bgmn pemerintah mengatasinya mengurangi efeknya dll,0
presiden joko widodo jokowi meminta pemerintah pusat dan pemerintah daerah bersamasama menangani banjir di jakarta dan sekitarnya,2
polri youre rock sigap bantu banjir bekasidepok aksi ini bikin warga terbantu dan terjamin keep up the good work kita dukung penuh,2
jakarta siap menghadapi banjiremang ngabisin anggaran tuk membenahinnya sebaiknya ibu kota negara di pindahkan ke ikn,1
banjir kali ini banyak menelan korban tercatat tak kurang dari jiwa melayang baik di dki jakarta bekasi depok bogor jawa barat maupun tangerang amp tangerang selatan banten pemerintah setempat memiliki,1
